livre,chapitre,verset,similarite,notre_texte,texte_github
mg_13,29,2,0.86,"Ary tamin'ny heriko rehetra no namoriako izay hanaovana ny tranon'Andriamanitra, dia ny volamena hanaovana ny fanaka volamena, ary ny volafotsy hanaovana ny fanaka volafotsy, ary ny varahina hanaovana ny fanaka varahina, ary ny vy hanaovana ny fanaka vy, ary ny hazo hanaovana ny fanaka hazo, ary ny vato beryla sy ny vato halatsaka an-tranontranony* ary ny vato alatsaka asiana antimony sy ny vato misoratsoratra** ary ny vato soa samy hafa rehetra ary ny vatosanga*** betsaka. [*Na: beryla mbamin'ny tranontranony] [**Na: tenona samy hafa soratra] [***marmora fotsy]","Ary tamin'ny heriko rehetra no namoriako izay hanaovana ny tranon'Andriamanitra, dia ny volamena hanaovana ny fanaka volamena, ary ny volafotsy hanaovana ny fanaka volafotsy, ary ny varahina hanaovana ny fanaka varahina, ary ny vy hanaovana ny fanaka vy, ary ny hazo hanaovana ny fanaka hazo, ary ny vato beryla sy ny vato halatsaka an-tranontranony ary ny vato alatsaka asiana antimony sy ny vato misoratsoratra ary ny vato soa samy hafa rehetra ary ny vatosanga betsaka.<n>[Na: beryla mbamin'ny tranontranony]</n><n>[Na: tenona samy hafa soratra]</n><n>[marmora fotsy]</n>"
mg_14,2,16,0.68,"Ary Solomona nanisa ny lehilahy hafa firenena rehetra izay nonina tamin'ny tanin'ny Isiraely araka ny nanisan'i Davida rainy azy, ary ny isany dia enin-jato amby telo arivo amby dimy alina sy iray hetsy.","Ary Solomona nanisa ny lehilahy hafa firenena rehetra izay nonina tamin'ny tanin'ny Isiraely araka ny nanisan'i Davida rainy Lzy, ary ny isany dia enin-jato amby telo arivo amby dimy alina sy iray hetsy.Ary ny fito alina tamin'ireo dia nataony mpitondra entana, ary ny valo alina nataony mpikapa hazo eny an-tendrombohitra, ary ny enin-jato amby telo arivo nataony mpifehy hampiasa ny olona."
mg_14,3,17,0.95,"Ary ny andry natsangany teo anoloan'ny tempoly, ny iray tamin'ny ankavanana, ary ny iray tamin'ny ankavia; ary ny anaran'ny teo amin'ny ankavanana nataony hoe Jakina*, ary ny anaran'ny teo amin'ny ankavia kosa nataony hoe Boaza**. [*Jakina = Hampiorina izy] [**Boaza = Ao aminy no misy hery (?)]","Ary ny andry natsangany teo anoloan'ny tempoly, ny iray tamin'ny ankavanana, ary ny iray tamin'ny ankavia; ary ny anaran'ny teo amin'ny ankavanana nanao ny hoe Jakina, ary ny anaran'ny teo amin'ny ankavia kosa natao hoe Boaza.<n>[Jakina = Hampiorina izy]</n><n>[Boaza = Ao aminy no misy hery (?)]</n>"
mg_14,4,10,0.92,"Ary ny tavin-drano lehibe* nataony tamin'ny ankavanana, dia teo amin'ny atsimo-atsinanana. [*Hebreo: ranomasina]","Ary ny tavin-drano lehibe nataony tamin'ny ankavanana, dia teo amin'ny atsimo-atsinana.<n>[Heb. ranomasina]</n>"
mg_14,4,15,0.93,ary ny tavin-drano lehibe* iray sy ny sarin'omby roa ambin'ny folo; ambaniny. [*Hebreo: ranomasina],ary ny tavin-drano lehibe iray sy ny sarin'omby roa ambin'ny folo; ambaniny. <n>[Heb. ranomasina]</n>
mg_14,6,13,0.91,"fa efa nanao fitaingenana varahina izy, ary napetrany teo afovoan'ny kianja io (dimy hakiho ny lavany, ary dimy hakiho ny sakany, ary telo hakiho ny hahavony) dia nitsangana teo amin'io izy ka nandohalika teo anatrehan'ny fiangonana, dia ny Isiraely rehetra, ary namelatra ny tanany manandrify ny lanitra","fa efa nanao fitaingenana varahina izy, ary napetrany teo afovoan'ny kianja io (dimy hakiho ny lavany, ary dimy hakiho ny sakany, ary telo hakiho ny hahavony); dia nitsangana teo amin'io izy ka nandohalika teo anatrehan'ny fiangonana, dia ny Isiraely rehetra, ary namelatra ny tànany manandrify ny lanitra"
mg_14,6,27,0.21,"dia mihainoa any an-danitra Ianao, ka mamelà ny fahotan'ny mpanomponao, dia ny Isiraely olonao, satria atoronao azy ny lalana tsara izay tokony halehany, ary mandatsaha ranonorana amin'ny taninao, izay nomenao ho lovan'ny olonao.","dia mihainoa any an-danitra Hianao, ka mamelà ny fahotan'ny mpanomponao, dia ny Isiraely olonao, satria atoronao azy ny lalana tsara izay tokony halehany, ary mandatsaha ranonorana amin'ny taninao, izay nomenao ho lovan'ny olonao."
mg_14,6,41,0.78,"Koa ankehitriny mitsangàna, ry Jehovah Andriamanitra o, ho amin'ny fitsaharanao, dia Ianao sy ny fiaran'ny herinao; aoka ny mpisoronao hitafy famonjena, Jehovah Andriamanitra o. ary aoka ny olonao masina hifaly amin'ny soa.","Koa ankehitriny mitsangàna, ry Jehovah Andriamanitra ô, ho amin'ny fitsaharanao, dia Hianao sy ny fiaran'ny herinao; aoka ny mpisoronao hitafy famonjena, Jehovah Andriamanitra ô. ary aoka ny olonao masina hifaly amin'ny soa.Ry Jehovah Andriamanitra ô, aza lavinao ny voahosotrao; tsarovy ny famindram-po nampanantenaina an'i Davida mpanomponao."
mg_14,11,15,0.94,fa nanendry mpisorona ho amin'ny fitoerana avo sy ho an'ny Seàrima* ary ho an'ny ombilahy kely izay nataony). [*Hebreo: osilahy; anaran'andriamani-tsy izy],fa nanendry mpisorona ho amin'ny fitoerana avo sy ho an'ny Seïrima ary ho an'ny ombilahy kely izay nataony). <n>[Heb. osilahy; anaran'andriamani-tsi-izy]</n>
mg_14,12,5,0.88,"Ary Semaia mpaminany tonga tao amin-dRehoboama sy ireo mpanapaka ny Joda, izay tafangona tany Jerosalema noho ny amin'i Sisaka, ka nanao taminy hoe: Izao no lazain'i Jehovah: Ianareo efa nahafoy Ahy, koa Izaho kosa dia mba nahafoy anareo ho eo an-tanan'i Sisaka.","Ary Semaia mpaminany tonga tao amin-dRehoboama sy ireo mpanapaka ny Joda, izay tafangona tany Jerosalema noho ny amin'i Sisaka, ka nanao taminy hoe: Izao no lazain'i Jehovah: Hianareo efa nahafoy Ahy, koa Izaho kosa dia mba nahafoy anareo ho eo an-tànan'i Sisaka."
mg_14,18,8,0.94,"Ary ny mpanjakan'ny Isiraely niantso ny tandapa* anankiray ka nanao taminy hoe: Alao faingana Mikaia, zanak'i Jimla. [*Hebreo: ionoka]","Ary ny mpanjakan'ny Isiraely niantso ny tandapa anankiray ka nanao taminy hoe: Alao faingana Mikaia, zanak'i Jimla.<n>[Heb. ionoka]</n>"
mg_14,20,1,0.92,"Ary nony afaka izany, dia avy hiady tamin'i Josafata ny taranak'i Moaba sy ny taranak'i Amona mbamin'ny any ankoatry ny Amonita*. [*Na: mbamin'ny Meonita; izahao II Tantara 36:7]","Ary nony afaka izany, dia avy hiady tamin'i Josafata ny taranak'i Moaba sy ny taranak'i Amona mbamin'ny any ankoatry ny Amonita.<n>[Na: mbamin'ny Meonita; izahao xxxvi. 7]</n>"
mg_14,20,20,0.32,"Ary nifoha maraina koa izy, dia niainga nankany an'efitr'i Tekoa, ary nony nivoaka izy, dia nitsangana teo Josafata ka nanao hoe : Mihainoa ahy, ry Josa, sy ianareo, ry mponina eto Jerosalema: Minoa an'i Jehovah Andriamanitrareo, dia ho tafatoetra ianareo; minoa ny mpaminaniny, dia hambinina ianareo.","Ary nifoha maraina koa izy, dia niainga nankany an-efitr'i Tekoa; ary nony nivoaka izy, dia nitsangana teo Josafata ka nanao hoe: Mihainoa ahy, ry Joda, sy ianareo, ry mponina eto Jerosalema: Minoa an'i Jehovah Andriamanitrareo, dia ho tafatoetra ianareo; minoa ny mpaminaniny, dia hambinina ianareo."
mg_14,22,2,0.93,"Roa amby efa-polo* taona Ahazia, fony izy vao nanjaka, ary herintaona no nanjakany tany Jerosalema. Ary ny anaran-dreniny dia Atalia, zanak'i Omry. [*Na: Roa amby roa-polo; izahao II Mpanjaka 8:26]","Roa amby efa-polo taona Ahazia, fony izy vao nanjaka, ary herintaona no nanjakany tany Jerosalema. Ary ny anaran-dreniny dia Atalia, zanak'i Omry.<n>[Na: Roa amby roa-polo; izahao 2 Mpan. viii. 26]</n>"
mg_14,24,15,0.95,"Fa tratrantitra sy ela niainana* Joiada vao maty: telo-polo amby zato taona izy vao maty. [*Hebreo: voky andro, na afa-pon'ny miaina]","Fa tratrantitra sy ela niainana Joiada vao maty: telo-polo amby zato taona izy vao maty. <n>[Heb. voky andro, na afa-pon'ny miaina]</n>"
mg_14,25,23,0.94,"Ary Amazia, mpanjakan'i Joda, zanak'i Joasy, zanak'i Joahaza, dia nosamborin'i Joasy, mpanjakan'ny Isiraely, tany Beti-semesy ka nentiny nakany Jerosalema; ary nandravan'i Joasy efa-jato hakiho ny mandan'i Jerosalema hatramin'ny vavahadin'i Efraima ka hatramin'ny vavahady anjorony.","Ary Amazia, mpanjakan'ny Joda, zanak'Joasy, zanak'i Joahaza, dia nosamborin'i Joasy, mpanjakan'ny Isiraely, tany Beti-semesy ka nentiny nankany Jerosalema; ary nandravan'i Joasy efa-jato hakiho ny mandan'i Jerosalema hatramin'ny vavahadin'i Efraima ka hatramin'ny vavahady anjorony."
mg_14,26,10,0.12,Ary nanao tilikambo tany an'efitra koa izy sady nihady lavaka maro ho famorian-drano; fa izy nanana omby aman'ondry betsaka teny an-tany lemaka sy teny an-tanety ary mpiasa koa sy mpamboatra tanim-boaloboka teny an-tendrombohitra sy teny Karmela koa; fa tia asa tany izy.,Ary nanao tilikambo tany an-efitra koa izy sady nihady lavaka maro ho famorian-drano; fa izy nanana omby aman'ondry betsaka teny an-tany lemaka sy teny an-tanety ary mpiasa koa sy mpamboatra tanim-boaloboka teny an-tendrombohitra sy teny Karmela koa; fa tia asa tany izy.
mg_14,32,17,0.57,"sady nanoratra taratasy hihaika an'i Jehovah, Andriamanitry ny Isiraely, sy hiteny ratsy Azy ka nanao hoe: Tahaka ny tsy nahavonjen'ireny andriamanitry ny firenena tany amin'ny tany hafa ny olony tamin'ny tanako no tsy hahavonjen'ny Andriamanitr'i Hezekia ny olony koa amin'ny tanako.","sady nanoratra taratasy hihaika an'i Jehovah, Andriamanitry ny Isiraely, sy hiteny ratsy Azy ka nanao hoe: Tahaka ny tsy nahavonien'ireny andriamanitry ny firenena tany amin'ny tany hafa ny olony tamin'ny tanako no tsy hahavonjen'ny Andriamanitr'i Hezekia ny olony koa amin'ny tanako."
mg_14,36,9,0.93,"Valo* taona Joiakina, fony izy vao nanjaka, ary telo volana sy hafoloana no nanjakany tany Jerosalema; ary nanao izay ratsy eo imason'i Jehovah izy. [*Na: Valo ambin'ny folo, izahao II Mpanjaka 24:8]","Valo taona Joiakina, fony izy vao nanjaka, ary telo volana sy hafoloana no nanjakany tany Jerosalema; ary nanao izay ratsy eo imason'i Jehovah izy. <n>[Na: Valo ambin'ny folo, izahao 2 Mpan. xxiv. 8]</n>"
mg_14,36,21,0.95,"hanatanterahana ny tenin'i Jehovah nampilaza.na an'i Jeremia, mandra-panonitry ny tany ny Sabatany; fa tamin'ny andro rehetra izay nahafoanany dia natsahatra ny tany mba hanonitra* ny Sabatany mandra-pahatapitry ny fito-polo taona. [*Izaho Levitikosy 26:34]","hanatanterahana ny tenin'i Jehovah nampilaza.na an'i Jeremia, mandra-panonitry ny tany ny Sabatany; fa tamin'ny andro rehetra izay nahafoanany dia natsahatra ny tany mba hanonitra ny Sabatany mandra-pahatapitry ny fito-polo taona.<n>[Izaho Lev xxvi. 34]</n>"
mg_14,36,22,0.65,"Ary tamin'ny taona voalohany nanjakan'i Kyrosy, mpanjakan'i Persia, dia notairin'i Jehovah ny fanahin'i Kyrosy mpanjakan'i Persia. mba hanatanteraka ny tenin'i Jehovah izay nampilazainy an'i Jeremia, ka dia nandefa teny eran'ny fanjakany rehetra izy, sady nataony an-tsoratra koa izany hoe:","Ary tamin'ny taona voalohany nanjakan'i Kyrosy, mpanjakan'i Perisa, dia notairin'i Jehovah ny fanahin'i Kyrosy mpanjakan'i Persia. mba hanatanteraka ny tenin'i Jehovah izay nampilazainy an'i Jeremia, ka dia nandefa teny eran'ny fanjakany rehetra izy, sady nataony an-tsoratra koa izany hoe:Izao no lazain'i Kyrosy, mpanjakan'i Persia: Ny fanjakana rehetra ambonin'ny tany dia efa nomen'i Jehovah, Andriamanitry ny lanitra, ahy; ary Izy efa nandidy ahy hanao trano ho Azy any Jerosalema, izay any Joda. Koa iza avy moa aminareo rehetra no olony? Jehovah Andriamaniny anie nomba azy, fa aoka hiakatra izy."
mg_15,2,69,0.62,"Nanome araka izay nananany avy izy hanampy ny vola voavory hanaovana ny asa, dia darika* volamena arivo sy enina alina ary mane volafotsy dimy arivo ary akanjo-mpisorona zato. [*Izahao I Tantara 29:7]","Nanome araka izay nananany avy izy hanampy ny vola voavory hanaovana ny asa, dia darika volamena arivo sy enina alina ary mane volafotsy dimy arivo ary akanjo-mpisorona zato.<n>[Izahao 1 Tan. xxix. 7]</n>Ary samy tafapetraka teny an-tanànany avy ny mpisorona sy ny Levita sy ny sasany tamin'ny vahoaka sy ny mpihira sy ny mpiandry varavarana ary ny Netinima, dia ny Isiraely rehetra samy tao an-tanànany avy."
mg_15,4,23,0.74,"Ary rehefa voavaky teo anatrehan-dRehoma mpanolo-tsaina sy Simsay mpanoratra mbamin'ny namany ny taratasin'i Artaksersesy mpanjaka, dia niakatra faingana ho any Jerosalema ho any amin'ny Jiosy izy ka nampitsahatra azy an-keriny*. [*Hebreo: amin-tsandry aman-kery]","Ary rehefa voavaky teo anatrehan-dRehoma mpanolo-tsaina sy Simsay mpanoratra mbamin'ny namany ny taratasin'i Artaksersesy mpanjaka, dia niakatra faingana ho any Jerosalema ho any amin'ny Jiosy izy ka nampitsahatra azy an-keriny. <n>[Heb. amin-tsandry aman-kery]</n>Dia natsahatra tsy natao ny tranon'Andriamanitra, izay tany Jerosalema; ary mbola nitsahatra ihany izany hatramin'ny taona faharoa nanjakan'i Dariosy, mpanjakan'i Persia."
mg_15,8,22,0.78,"Fa nahamenatra ahy ny hangataka miaramila sy mpitaingin-tsoavaly amin'ny mpanjaka hiaro anay amin'ny fahavalonay eny an-dàlana, satria efa niteny tamin'ny mpanjaka izahay ka nanao hoe: Ny tanan'Andriamanitray mahasoa izay rehetra mitady Azy; fa ny heriny sy ny fahatezerany kosa mamely izay rehetra mahafoy Azy.","Fa nahamenatra ahy ny hangataka miaramila sy mpitaingin-tsoavaly amin'ny mpanjaka hiaro anay amin'ny fahavalonay eny an-dalana, satria efa niteny tamin'ny mpanjaka izahay ka nanao hoe: Sy tànan'Andriamanitray mahasoa izay rehetra mitady Azy; fa ny heriny sy ny fahatezerany kosa mamely izay rehetra mahafoy Azy."
mg_15,8,27,0.92,"sy kapoaka volamena misarona roa-polo, lanjan'ny darika* arivo, ary fanaka varahina roa manganohano, tsara toy ny volamena. [*Izahao I Tantara 29:7]","sy kapoaka volamena misarona roa-polo, lanjan'ny darika arivo, ary fanaka varahina roa manganohano, tsara toy ny volamena. <n>[Izahao 1 Tan. xxix. 7]</n>"
mg_15,9,14,0.49,"fa raha handika ny didinao indray izahay ka hifanambady amin'ireny olom-betaveta ireny, moa tsy ho tezitra aminay mandra-pahalany ritranay va Ianao, ka tsy hisy sisa afaka akory?","fa raha handika ny didinao indray izahay ka hifanambady amin'ireny olom-betaveta ireny, moa tsy ho tezitra aminay mandra-pahalany ritranay va Hianao, ka tsy hisy sisa afaka akory?Jehovah, Andriamanitry ny Isiraely ô, marina Hianao, fa izahay no hany sisa afaka tahaka ny amin'izao anio izao; indreto izahay eto anatrehanao amin'ny fahadisoanay, fa noho izany dia tsy mahajanona eto anatrehanao izahay."
mg_15,9,15,0.95,"Jehovah, Andriamanitry ny Isiraely o, marina Ianao, fa izahay no hany sisa afaka tahaka ny amin'izao anio izao; indreto izahay eto anatrehanao amin'ny fahadisoanay, fa noho izany dia tsy mahajanona eto anatrehanao izahay.","Jehovah, Andriamanitry ny Isiraely ô, marina Hianao, fa izahay no hany sisa afaka tahaka ny amin'izao anio izao; indreto izahay eto anatrehanao amin'ny fahadisoanay, fa noho izany dia tsy mahajanona eto anatrehanao izahay."
mg_17,3,14,0.63,Ny kopen'ny teny izay natao didy ho amin'ny isan-tokony amin'ny fanjakana dia nisokatra mba ho hitan*'ny olona rehetra hampiomana azy ho amin'izany andro izany. [*Na: dia novakina tamin'],"Ny kopen'ny teny izay natao didy ho amin'ny isan-tokony amin'ny fanjakana dia nisokatra mba ho hitan'ny olona rehetra hampiomana azy ho amin'izany andro izany.<n>[Na: dia novakina tamin']</n>Dia nivoaka ny tsimandoa, ka nododonan'ny tenin'ny mpanjaka; ary nantsoina tany Sosana renivohitra koa ny lalàna. Ary ny mpanjaka sy Hamana nipetraka hisotro; fa ny tao an-tanàna Sosana kosa dia very hevitra."
mg_17,4,16,0.89,"Mandehana ary, vorio ny Jiosy rehetra izay hita ato Sosana ary mifadia hanina noho ny amiko, ka aza mihinana na misotro hateloana na andro na alina; ary izaho sy ny ankizivaviko hifady toy izany koa, ary amin'izany no hidirako ao amin'ny mpanjaka, na dia tsy araka ny lalàna aza; koa raha tàhiny maty aho, dia maty.","Mandehana ary, vorio ny Jiosy rehetra izay mba ato Sosana ary mifadia hanina noho ny amiko, ka aza mihinana na misotro hateloana na andro na alina; ary izaho sy ny ankizivaviko hifady toy izany koa, ary amin'izany no hidirako ao amin'ny mpanjaka, na dia tsy araka ny lalàna aza; koa raha tàhiny maty aho, dia maty.Dia lasa Mordekay ka nanao araka izay rehetra nandidian'i Estera azy."
mg_17,7,9,0.81,"Ary Harbona, tsindranolahy* anankiray, izay teo anatrehan'ny mpanjaka, dia nilaza hoe Indro miorina eo akaikin'ny tranon'i Hamana ny hazo, dimam-polo hakiho ny hahavony, izay nataon'i Hamana hanantonany an'i Mordekay, ilay niteny soa ho an'ny mpanjaka. Dia hoy ny mpanjaka ahantòny amin'io izy. [*Hebreo: ionoka]","Ary Harbona, tsindranolahy anankiray, izay teo anatrehan'ny mpanjaka, dia nilaza hoe Indro miorina eo akaikin'ny tranon'i Hamana ny hazo, dimam-polo hakiho ny hahavony, izay nataon'i Hamana hanantonany an'i Mordekay, ilay niteny soa ho an'ny mpanjaka. Dia hoy ny mpanjaka ahantòny amin'io izy. <n>[Heb. ionoka]</n>Ary Hamana dia nahantony tamin'ilay hazo efa natsangany hanantonana an'i Mordekay. Dia vao izay no nionona ny hatezeran'ny mpanjaka."
mg_18,1,19,0.27,"ary, indro, nisy rivotra mahery avy tany an'efitra ka namely ny zoron-trano efatra, dia nianjera tamin'ny zatovo ny trano, ka maty izy rehetra, ary izaho dia izaho irery ihany no afa-nandositra hilaza aminao.","ary, indro, nisy rivotra mahery avy tany an-efitra ka namely ny zoron-trano efatra, dia nianjera tamin'ny zatovo ny trano, ka maty izy rehetra, ary izaho dia izaho irery ihany no afa-nandositra hilaza aminao."
mg_18,3,14,0.92,"Teo amin'ny mpanjaka sy ny mpanolo-tsaina avy amin'ny tany, izay nanao* ireny tanàna efa rava**, [*Na: namboatra] [**Na: fasana lehibe]","Teo amin'ny mpanjaka sy ny mpanolo-tsaina avy amin'ny tany, izay nanao ireny tanàna efa rava, <n>[Na: namboatra]</n><n>[Na: fasana lehibe]</n>"
mg_18,4,6,0.94,Tsy ny fivavahanao* va no tokinao? Ary tsy fanantenanao va ny fahitsian'ny lalanao? [*Hebreo: fahatahoranao],Tsy ny fivavahanao va no tokinao? Ary tsy fanantenanao va ny fahitsian'ny lalanao? <n>[Heb. fahatahoranao]</n>
mg_18,7,9,0.93,"Tahaka ny rahona misava ka levona, dia tahaka izany koa, izay midina any amin'ny fiainan-tsy hita* tsy mba hiakatra intsony; [*Hebreo: Sheola]","Tahaka ny rahona misava ka levona, dia tahaka izany koa, izay midina any amin'ny fiainan-tsi-hita tsy mba hiakatra intsony;<n>[Heb. Sheola]</n>"
mg_18,7,15,0.94,"Ka dia aleon'ny fanahiko ny hokendaina, eny, aleoko ny fahafatesana aza toy izay izato fitofezako* izato; [*Hebreo: taolako]","Ka dia aleon'ny fanahiko ny hokendaina, eny, aleoko ny fahafatesana aza toy izay izato fitofezako izato;<n>[Heb. taolako]</n>"
mg_18,9,9,0.95,"Manao ireo kintana lehibe Izy, dia ny Bera sy ny Telonohorefy ary ny Ikotokelimiadilaona sy ireo kintana maro any atsimo*, [*Hebreo: ireny efi-trano ery atsimo]","Manao ireo kintana lehibe Izy, dia ny Bera sy ny Telonohorefy ary ny Ikotokelimiadilaona sy ireo kintana maro any atsimo,<n>[Heb. ireny efi-trano erỳ atsimo]</n>"
mg_18,9,23,0.93,"Raha misy loza* mahafaty tampoka, dia mihomehy ny fizahan-toetra ny marina Izy. [*Hebreo: fikapohana]","Raha misy loza mahafaty tampoka, dia mihomehy ny fizahan-toetra ny marina Izy.<n>[Heb. fikapohana]</n>"
mg_18,9,26,0.93,"Mihelina tahaka ny lakana faingam-pandeha* izy, tahaka ny voromahery mipaoka hanina. [*Hebreo: lakana zozoro]","Mihelina tahaka ny lakana faingam-pandeha izy, tahaka ny voromahery mipaoka hanina.<n>[Heb. lakana zozoro]</n>"
mg_18,11,8,0.93,Avo tahaka ny lanitra izany! ka inona no hainao atao? Lalina noho ny fiainan-tsy hita*! ka inona no fantatrao? [*Hebreo: Sheola],Avo tahaka ny lanitra izany! ka inona no hainao atao? Lalina noho ny fiainan-tsi-hita! ka inona no fantatrao? <n>[Heb. Sheola]</n>
mg_18,12,24,0.66,Mahavery saina ny loholona amin'ny tany Izy ary mampirenireny azy any an'efitra tsy misy lalana;,Mahavery saina ny loholona amin'ny tany Izy ary mampirenireny azy any an-efitra tsy misy lalana;Mitsapatsapa amin'ny maizina tsy misy mavaza ireo; ary mampivembena azy tahaka ny olona mamo Izy.
mg_18,13,16,0.92,"Ary izao no ho famonjena ahy: Ny* mpihatsaravelatsihy** tsy sahy mankeo anatrehany. [*Na: Ary ho famonjena ahy Izy, fa ny] [**Na: ratsy fanahy]","Ary izao no ho famonjena ahy: Ny mpihatsaravelatsihy tsy sahy mankeo anatrehany.<n>[Na: Ary ho famonjena ahy Izy, fa ny]</n><n>[Na: ratsy fanahy]</n>"
mg_18,13,18,0.94,"Indro, fa efa voatoriko* ny adiko; Fantatro fa hanan-drariny aho. [*Na: voalamiko]","Indro, fa efa voatoriko ny adiko; Fantatro fa hanan-drariny aho.<n>[Na: voalamiko]</n>"
mg_18,13,27,0.69,Dia mampiditra ny tongotro eo amin'ny boloky hazo Ianao ary mitsikilo ny diako rehetra; Ny hodiavin'ny tongotro dia feranao.,"Dia mampiditra ny tongotro eo amin'ny boloky hazo Hianao ary mitsikilo ny diako rehetra; Ny hodiavin'ny tongotro dia feranao.Dia izaho ity izay mihalevona tahaka ny zavatra hanin'ny fositra, eny, tahaka ny fitafiana lanin'ny kalalao."
mg_18,14,6,0.95,"Dia mihodina tsy hanatrika azy Ianao, mba hitsaharany, ka hifaliany amin*'ny androny toy ny mpikarama. [*Na: hotaperany]","Dia mihodina tsy hanatrika azy Hianao, mba hitsaharany, ka hifaliany amin'ny androny toy ny mpikarama.<n>[Na: hotaperany]</n>"
mg_18,14,13,0.94,"Enga anie ka hanafina ahy any amin'ny fiainan-tsy hita* Ianao Ka hampiery ahy mandra-pahafaky ny fahatezeranao! Ary hanendry fetr'andro ho ahy, dia hahatsiaro ahy [*Hebreo: Sheola]","Enga anie ka hanafina ahy any amin'ny fiainan-tsi-hita Hianao Ka hampiery ahy mandra-pahafaky ny fahatezeranao! Ary hanendry fetr'andro ho ahy, dia hahatsiaro ahy <n>[Heb. Sheola]</n>"
