livre,chapitre,verset,notre_texte,texte_github_concatene
mg_10,14,32,"Fa hoy Absaloma tamin'i Joaba: Indro, naniraka tany aminao aho ka nanao hoe: Mankanesa aty hirahiko ho any amin'ny mpanjaka hanao hoe: Nahoana no niala tany Gesora aho? Tsara amiko raha nitoetra tany ihany mandraka ankehitriny. Koa ankehitriny, aoka re mba hahita ny tavan'ny mpanjaka aho, ka raha manan-keloka aho, dia aoka hovonoiny.","Fa hoy Absaloma tamin'i Joaba: Indro, naniraka tany aminao aho ka nanao hoe: Mankanesa atỳ hirahiko ho any amin'ny mpanjaka hanao hoe: Nahoana no niala tany Gesora aho? Tsara amiko raha nitoetra tany ihany mandraka ankehitriny. Koa ankehitriny, aoka re mba hahita ny tavan'ny mpanjaka aho, ka raha manan-keloka aho, dia aoka hovonoiny.Ary Joaba nankany amin'ny mpanjaka ka nanambara izany taminy: ary dia nampanalain'ny mpanjaka Absaloma, dia nankao aminy izy ka niondrika tamin'ny tany teo anatrehan'ny mpanjaka; ary dia nanoroka an'i Absaloma ny mpanjaka."
mg_10,15,36,"Indreo, any aminy ny zanany roa lahy, dia Ahimaza, zanak'i Zadoka, sy Jonatana, zanak'i Abiatara; ary izy no hampitondrainareo izay rehetra renareo ho aty amiko.","Indreo, any aminy ny zanany roa lahy, dia Ahimaza, zanak'i Zadoka, sy Jonatana, zanak'i Abiatara; ary izy no hampitondrainareo izay rehetra renareo ho atỳ amiko.Koa dia tonga tany an-tanàna Hosay, sakaizan'i Davida, tamin'ny nahatongavan'i Absaloma tany Jerosalema."
mg_10,16,22,Ary dia nanorin-day ho an'i Absaloma teo an-tampon-trano ny olona; ary Absaloma niditra tao amin'ny vaditsindranon-drainy teo imason'ny Isiraely rehetra.,"Ary dia nanorin-day ho an'i Absaloma teo an-tampon-trano ny olona; ary Absaloma niditra tao amin'ny vaditsindranon-drainy teo imason'ny Isiraely rehetra.Ary ny hevitr'i Ahitofela izay nataony tamin'izany dia hoatra ny manontany amin'Andriamanitra; toy izany avokoa ny hevitra rehetra nataon'i Ahitofela, na tamin'i Davida, na tamin'i Absaloma."
mg_10,18,31,"Ary, indro, avy ilay Kosita ka nanao hoe: Aoka ny mpanjaka tompoko hihaino teny mahafaly; fa Jehovah efa nanome anao ny rariny ka nahafaka anao ankehitriny tamin'izay rehetra nitsangana hikomy aminao.","Ary, indro, avy ilay Kosita ka nanao hoe: Aoka ny mpanjaka tompoko hihaino teny mahafaly; fa Jehovah efa nanome anao ny rariny ka nahafaka anao ankehitriny tamin'izay rehetra nitsangana hikomy aminao.Ary hoy ny mpanjaka tamin'ilay Kosita: Tsara ihany va Absaloma zatovo? Fa hoy ilay Kosita: Aoka ny fahavalon'ny mpanjaka tompoko sy izay rehetra mitsangana hanisy ratsy anao ho tahaka iny zatovo iny."
mg_10,20,25,ary Seva no mpanoratra; ary Zadoka sy Abiatara no mpisorona;,ary Seva no mpanoratra; ary Zadoka sy Abiatara no mpisorona;ary Ira Jairita kosa no mpanolo-tsaina an'i Davida.<n>[Na: mpisorona]</n>
mg_10,21,21,"Ary izy nihaika ny Isiraely, ka matin'i Jonatana, zanak'i Simea, rahalahin'i Davida.","Ary izy nihaika ny Isiraely, ka matin'i Jonatana, zanak'i Simea, rahalahin'i Davida.Ireo efatra ireo no teraky ny Refaita teo Gata, ka matin'ny tànan'i Davida sy ny tanan'ny mpanompony avokoa ireo."
mg_10,22,50,"Koa Izany no hiderako Anao eny amin'ny firenen-tsamy hafa, Jehovah o, sy hankalazako ny anaranao.","Koa Izany no hiderako Anao eny amin'ny firenen-tsamy hafa, Jehovah ô, sy hankalazako ny anaranao.Manao famonjen-dehibe ho an'ny mpanjaka voatendriny Izy ary mamindra fo amin'ny voahosony, dia amin'i Davida sy ny taranany mandrakizay."
mg_10,23,38,"Ira Jitrita, Gareba Jitrita,","Ira Jitrita, Gareba Jitrita,Oria Hetita; fito amby telo-polo no isan'izy rehetra."
mg_11,1,52,"Fa hoy Solomona: Raha hita fa lehilahy tsara fanahy izy, dia tsy hisy na dia singam-bolony iray akory aza ho latsaka amin'ny tany; fa raha misy heloka kosa ho hita aminy, dia ho faty ihany izy.","Fa hoy Solomona: Raha hita fa lehilahy tsara fanahy izy, dia tsy hisy na dia singam-bolony iray akory aza ho latsaka amin'ny tany; fa raha misy heloka kosa ho hita aminy, dia ho faty ihany izy.Dia naniraka Solomona mpanjaka nampidina azy hiala amin'ny alitara. Dia avy izy ka niankohoka teo anatrehan'i Solomona mpanjaka; ary dia hoy Solomona taminy: Modia any an-tranonao."
mg_11,2,45,"Fa hotahina kosa Solomona mpanjaka, ary ny seza fiandrianan'i Davida hampitoerina eo anatrehan'i Jehovah mandrakizay.","Fa hotahina kosa Solomona mpanjaka, ary ny seza fiandrianan'i Davida hampitoerina eo anatrehan'i Jehovah mandrakizay.Ary ny mpanjaka nandidy an'i Benaia, zanak'i Joiada, dia nivoaka izy ka namely an'i Simey ho faty. Ary ny fanjakana dia naorina teo an-tànan'i Solomona."
mg_11,3,27,"Dia namaly ny mpanjaka ka nanao hoe: Omeo itsy ny zaza velona, fa aoka tsy hovonoina; fa io mihitsy no reniny.","Dia namaly ny mpanjaka ka nanao hoe: Omeo itsy ny zaza velona, fa aoka tsy hovonoina; fa io mihitsy no reniny.Ary raha ren'ny Isiraely rehetra izany fitsarana nataon'ny mpanjaka izany, dia natahotra ny mpanjaka izy, satria hitany fa misy fahendren'Andriamanitra ao am-pony ho entiny mitsara."
mg_11,4,19,"Gabera, zanak'i Ory, tany amin'ny tany Gileada, tanin'i Sihona, mpanjakan'ny Amorita, sy Oga, mpanjakan'i Basana; ary izy ihany no voatendry ho amin'izany tany izany.","Gabera, zanak'i Ory, tany amin'ny tany Gileada, tanin'i Sihona, mpanjakan'ny Amorita, sy Oga, mpanjakan'i Basana; ary izy ihany no voatendry ho amin'izany tany izany.Ary ny Joda sy ny Isiraely dia maro, tahaka ny fasika amoron-dranomasina ny hamarony, sady mihinana sy misotro ary mifaly."
mg_11,5,31,Ary ny mpanjaka dia nandidy hanamboatra vato vaventy tsara sady voapaika hatao fanorenan'ny trano.,Ary ny mpanjaka dia nandidy hanamboatra vato vaventy tsara sady voapaika hatao fanorenan'ny trano.Ary ny mpiasan'i Solomona sy Hirama (indrindra fa ny avy any Gebala) no nipaika sy nanamboatra ny hazo sy ny vato hatao trano.
mg_11,6,37,"Tamin'ny volana Ziva tamin'ny taona fahefatra, no; nanaovany ny fanorenan'ny tranon'i Jehovah.","Tamin'ny volana Ziva tamin'ny taona fahefatra, no; nanaovany ny fanorenan'ny tranon'i Jehovah.Ary tamin'ny volana Bola (volana fahavalo izany), tamin'ny taona fahiraika ambin'ny folo, no nahavitany ny trano araka ny fombany rehetra sy izay rehetra nahamety azy. Dia fito taona no nanaovany azy."
mg_11,7,50,"ary ny vilia sy ny antsy sy ny lovia famafazana sy ny lovia kely sy ny fitoeran-davenon-jiro dia volamena tsara; ary ny vavin-tsavily ho amin'ny lela-varavaran'ny efitra anatiny, dia ny fitoerana masina indrindra, sy ho amin'ny lela-varavaran'ny efi-trano lehibe dia volamena avokoa.","ary ny vilia sy ny antsy sy ny lovia famafazana sy ny lovia kely sy ny fitoeran-davenon-jiro dia volamena tsara; ary ny vavin-tsavily ho amin'ny lela-varavaran'ny efitra anatiny, dia ny fitoerana masina indrindra, sy ho amin'ny lela-varavaran'ny efi-trano lehibe dia volamena avokoa.Toy izany no nahavitana ny asa nataon'i Solomona mpanjaka ho amin'ny tranon'i Jehovah; ary nampidirin'i Solomona ny zavatra izay efa nohamasinin'i Davida rainy, dia ny volafotsy sy ny volamena ary ny fanaka, sa nataony tao amin'ny rakitry ny tranon'i Jehovah."
mg_11,8,65,"Ary tamin'izany andro izany Solomona sy ny Isiraely rehetra teo aminy, dia fiangonana lehibe hatrany akaikin'i Hamata ka hatramin'ny lohasahan-driak'i Egypta, dia nitandrina ny andro firavoravoana teo anatrehan'i Jehovah Andriamanitsika hafitoana indroa, dia efatra ambin'ny folo andro.","Ary tamin'izany andro izany Solomona sy ny Isiraely rehetra teo aminy, dia fiangonana lehibe hatrany akaikin'i Hamata ka hatramin'ny lohasahan-driak'i Egypta, dia nitandrina ny andro firavoravoana teo anatrehan'i Jehovah Andriamanitsika hafitoana indroa, dia efatra ambin'ny folo andro.Ary nony tamin'ny andro fahavalo dia nampodiny ny olona, ary nisaotra andriana izy, dia lasa nandeha ho any an-dainy avy, sady faly no ravoravo ny fony noho ny soa rehetra nataon'i Jehovah tamin'i Davida mpanompony sy ny Isiraely olony."
mg_11,10,28,Ary avy any Egypta no nahazoan'i Solomona soavaly; ary ny iray toko tamin'ny mpandranton'ny mpanjaka dia naka ny andiany iray araka izay vidiny voatendry.,"Ary avy any Egypta no nahazoan'i Solomona soavaly; ary ny iray toko tamin'ny mpandranton'ny mpanjaka dia naka ny andiany iray araka izay vidiny voatendry.Ary ny vidin'ny kalesy iray nentiny niakatra avy tany Egypta dia sekely volafotsy enin-jato, ary ny soavaly dia dimam-polo amby zato avy; ary toy izany kosa no nitondrany ho an'ny mpanjakan'ny Hetita sy ny mpanjakan'ny Syriana."
mg_11,11,42,Ary ny andro nanjakan'i Solomona tamin'ny Isiraely rehetra tany Jerosalema dia efa-polo taona.,"Ary ny andro nanjakan'i Solomona tamin'ny Isiraely rehetra tany Jerosalema dia efa-polo taona.Ary Solomona lasa nodi-mandry any amin'ny razany, dia nalevina tao an-Tanànan'i Davida rainy izy; ary Rehoboama zanany no nanjaka nandimby azy."
mg_11,12,32,"Ary Jeroboama, nanendry andro firavoravoana tamin'ny andro fahadimy ambin'ny folo amin'ny volana fahavalo, tahaka ny andro firavoravoana tamin'ny Joda ihany, ka nanatitra fanatitra teo ambonin'ny alitara izy. Toy izany no nataony tao Betela, fa namono zavatra hatao fanatitra ho an'ireo ombilahy kely izay nataony izy; ary nampitoeriny tao Betela ireo mpisorona amin'ny fitoerana avo izay notendreny.","Ary Jeroboama, nanendry andro firavoravoana tamin'ny andro fahadimy ambin'ny folo amin'ny volana fahavalo, tahaka ny andro firavoravoana tamin'ny Joda ihany, ka nanatitra fanatitra teo ambonin'ny alitara izy. Toy izany no nataony tao Betela, fa namono zavatra hatao fanatitra ho an'ireo ombilahy kely izay nataony izy; ary nampitoeriny tao Betela ireo mpisorona amin'ny fitoerana avo izay notendreny.Ary nanatitra fanatitra teo ambonin'ny alitara izay nataony tao Betela izy tamin'ny andro fahadimy ambin'ny folo amin'ny volana fahavalo, volana izay notendreny araka ny sitrapony ihany; ary nanao andro firavoravoana ho an'ny Zanak'Isiraely izy sady nanatitra fanatitra teo ambonin'ny alitara sy nandoro ditin-kazo manitra."
mg_11,14,30,Ary niady mandrakariva Rehoboama sy Jeroboama.,"Ary niady mandrakariva Rehoboama sy Jeroboama.Ary Rehoboama lasa nodi-mandry any amin'ny razany, dia nalevina tao amin'ny razany tao an-Tanànan'i Davida. Ary ny anaran-dreniny dia Nama Amonita. Ary Abia zanany no nanjaka nandimby azy."
mg_11,15,33,"Tamin'ny taona fahatelo nanjakan'i Asa, mpanjakan'ny Joda, no vao nanjakan'i Basa, zanak'i Ahia, tamin'ny Isiraely rehetra tao Tirza; ary mpanjaka efatra amby roa-polo taona izy.","Tamin'ny taona fahatelo nanjakan'i Asa, mpanjakan'ny Joda, no vao nanjakan'i Basa, zanak'i Ahia, tamin'ny Isiraely rehetra tao Tirza; ary mpanjaka efatra amby roa-polo taona izy.Ary nanao izay ratsy eo imason'i Jehovah izy, fa nandeha tamin'ny lalan'i Jeroboama sy tamin'ny fahotany izay nampanotany ny Isiraely."
mg_11,16,33,"Ary Ahaba nanao ny Aseraha ka nampahatezitra an'i Jehovah, Andriamanitry ny Isiraely, mihoatra noho ny mpanjakan'ny Isiraely rehetra izay teo alohany.","Ary Ahaba nanao ny Aseraha ka nampahatezitra an'i Jehovah, Andriamanitry ny Isiraely, mihoatra noho ny mpanjakan'ny Isiraely rehetra izay teo alohany.Tamin'ny andron'i Ahaba no nanorenan'i Hiela Betelita an'i Jeriko; ny ain'i Abìrama lahimatoany no sazin'ny nanorenany ny fanambaniny, ary ny ain'i Segoba faralahiny no sazin'ny nananganany ny vavahadiny, araka ny tenin'i Jehovah izay nampilazainy an'i Josoa, zanak'i Nona."
mg_11,17,23,"Ary Elia nandray ny zaza ka nitondra azy nidina avy tao an-efi-trano ambony ho ao anaty trano, dia natolony an-dreniny, ka hoy izy: Inty, fa velona ny zanakao.","Ary Elia nandray ny zaza ka nitondra azy nidina avy tao an-efi-trano ambony ho ao anaty trano, dia natolony an-dreniny, ka hoy izy: Inty, fa velona ny zanakao..Ary hoy ravehivavy tamin'i Elia: Ankehitriny izao dia fantatro fa lehilahin'Andriamanitra tokoa ianao, ary marina ny tenin'i Jehovah aloaky ny vavanao."
mg_11,18,45,"Ary vetivety dia maintin'ny rahona sy ny rivotra ny lanitra, ka nisy ranonorana be. Ary Ahaba niakatra tamin'ny kalesy ka nankany Jezirela.","Ary vetivety dia maintin'ny rahona sy ny rivotra ny lanitra, ka nisy ranonorana be. Ary Ahaba niakatra tamin'ny kalesy ka nankany Jezirela.Ary ny tànan'i Jehovah dia tao amin'i Elia, dia nisikina izy ka nihazakazaka teo alohan i Ahaba mandra-pahatongany tany Jezirela."
mg_11,19,20,"Dia nandao ny omby izy ka nihazakazaka nanaraka an'i Elia ary niteny hoe: Masïna ianao, avelao aho aloha hanoroka an'ikaky sy ineny vao manaraka anao. Ary hoy izy taminy: Mandehana miverina, fa naninona anao moa aho?","Dia nandao ny omby izy ka nihazakazaka nanaraka an'i Elia ary niteny hoe: Masìna ianao, avelao aho aloha hanoroka an'ikaky sy ineny vao manaraka anao. Ary hoy izy taminy: Mandehana miverina, fa naninona anao moa aho?Dia niverina niala taminy indray izy ka naka ny omby roa mikambana, dia namono azy, ary nandrahoiny tamin'ny hazo fiasàn'ny omby ny henany ka nomeny ny olona, dia nihinana ireo; ary niainga izy ka nanaraka an'i Elia, dia nanompo azy.<n>[Na: natonony]</n>"
mg_11,21,28,Ary ny tenin'i Jehovah tonga tamin'i Elia Tisbita ka nanao hoe:,Ary ny tenin'i Jehovah tonga tamin'i Elia Tisbita ka nanao hoe:Hitanao va ny nanetren'i Ahaba tena teo anatrehako? Satria nanetry tena teo anatrehako izy. dia tsy hahatonga loza aminy Aho amin'ny androny; fa any amin'ny andron'ny zanany vao hahatonga loza amin'ny taranany Aho.
mg_11,22,53,"Ary nanao izay ratsy eo imason'i Jehovah izy, fa nandeha tamin'ny lalan'ny rainy sy ny reniny ary tamin'ny lalan'i Jeroboama, zanak'i Nebata, izay nampanota ny Isiraely;","Ary nanao izay ratsy eo imason'i Jehovah izy, fa nandeha tamin'ny lalan'ny rainy sy ny reniny ary tamin'ny lalan'i Jeroboama, zanak'i Nebata, izay nampanota ny Isiraely;ary nanompo an'i Bala izy, dia niankohoka teo anatrehany ka nampahatezitra an'i Jehovah, Andriamanitry ny Isiraely, tahaka izay rehetra nataon-drainy."
mg_12,1,17,"Ka dia maty izy araka ny tenin'i Jehovah izay nolazain'i Elia. Ary satria tsy nanan-janaka izy, dia Jorama no nanjaka nandimby azy tamin'ny taona faharoa nanjakan'i Jehorama, zanak'i Josafata, mpanjakan'ny Joda.","Ka dia maty izy araka ny tenin'i Jehovah izay nolazain'i Elia. Ary satria tsy nanan-janaka izy, dia Jorama no nanjaka nandimby azy tamin'ny taona faharoa nanjakan'i Jehorama, zanak'i Josafata, mpanjakan'ny Joda.Ary ny asan'i Ahazia sisa izay nataony, tsy efa voasoratra ao amin'ny bokin'ny tantaran'ny mpanjakan'ny Isiraely va izany?"
mg_12,2,24,"Ary nitodika izy ka nahita azy, dia nanozona azy tamin'ny anaran'i Jehovah. Ary dia nisy beravavy roa avy tany an'ala namiravira roa amby efa-polo tamin'ireo ankizilahy madinika ireo.","Ary nitodika izy ka nahita azy, dia nanozona azy tamin'ny anaran'i Jehovah. Ary dia nisy beravavy roa avy tany an'ala namiravira roa amby efa-polo tamin'ireo ankizilahy madinika ireo.Dia niala teo Elisa ka nankany an-tendrombohitra Karmela, ary avy tao no niverenany any Samaria."
mg_12,3,26,"Ary rehefa hitan'ny mpanjakan'i Moaba fa tsy tohany ny ady, dia nitondra fiton-jato lahy nahay sabatra nomba azy izy mba hanivakivaka hitsin'ny mpanjakan'i Edoma; nefa tsy afaka izy.","Ary rehefa hitan'ny mpanjakan'i Moaba fa tsy tohany ny ady, dia nitondra fiton-jato lahy nahay sabatra nomba azy izy mba hanivakivaka hitsin'ny mpanjakan'i Edoma; nefa tsy afaka izy.Ary nalainy ny zanany lahimatoa, izay natao hanjaka handimby azy, ka nateriny ho fanatitra dorana teo ambonin'ny manda. Dia niharan'ny fahatezerana mafy ny Isiraely, dia niala taminy ary niverina ho any amin'ny taniny izy."
mg_12,4,43,"Fa hoy kosa ny mpanompony: Hataoko ahoana no fametraka ity eo anoloan'ny zato lahy? Ary hoy indray Elisa: Omeo ihany ny olona hohaniny; fa izao no lazain'i Jehovah: Hihinana izy, ary mbola hisy sisa tsy lany.","Fa hoy kosa ny mpanompony: Hataoko ahoana no fametraka ity eo anoloan'ny zato lahy? Ary hoy indray Elisa: Omeo ihany ny olona hohaniny; fa izao no lazain'i Jehovah: Hihinana izy, ary mbola hisy sisa tsy lany.Dia narosony teo anoloany, ka dia nihinana izy, ary mbola nisy sisa tsy lany aza araka ny tenin'i Jehovah."
mg_12,5,26,"Fa hoy kosa Elisa taminy: Tsy niaraka taminao ihany va ny foko tamin'ilay nihodina niala tamin'ny kalesy hitsena anao ralehilahy? Moa andro fandraisam-bola, na fandraisana fitafiana, na tanin'oliva, na tanim-boaloboka, na ondry aman'osy, na omby, na ankizilahy, na ankizivavy va izao?","Fa hoy kosa Elisa taminy: Tsy niaraka taminao ihany va ny foko tamin'ilay nihodina niala tamin'ny kalesy hitsena anao ralehilahy? Moa andro fandraisam-bola, na fandraisana fitafiana, na tanin'oliva, na tanim-boaloboka, na ondry aman'osy, na omby, na ankizilahy, na ankizivavy va izao?Koa ny habokan'i Namàna dia hiraikitra aminao sy ny taranakao mandrakizay. Ary niala teo anatrehany izy ka, indro, boka fotsy toy ny oram-panala."
mg_12,6,32,"Fa Elisa nipetraka tao an-tranony, ary ny loholona nipetraka tao aminy; ary ny mpanjaka naniraka olona avy teo aminy; fa raha tsy mbola tonga tany amin'i Elisa iny iraka iny, dia hoy izy tamin'ny loholona: Hitanareo va ny nanirahan'ity zanaky ny mpamono olona ity hanapaka ny lohako? Izahao, ka raha avy ny iraka, dia arindrino ny varavarana, ary atoseho mafy hisakana azy; tsy eo aoriany koa va ny fingadongadon'ny tongotry ny tompony?","Fa Elisa nipetraka tao an-tranony, ary ny loholona nipetraka tao aminy; ary ny mpanjaka naniraka olona avy teo aminy; fa raha tsy mbola tonga tany amin'i Elisa iny iraka iny, dia hoy izy tamin'ny loholona: Hitanareo va ny nanirahan'ity zanaky ny mpamono olona ity hanapaka ny lohako? Izahao, ka raha avy ny iraka, dia arindrino ny varavarana, ary atoseho mafy hisakana azy; tsy eo aoriany koa va ny fingadongadon'ny tongotry ny tompony?Ary raha mbola niresaka taminy izy, indro, nidina nankao aminy ny iraka ka nanao hoe: Indro, izao loza izao avy amin'i Jehovah; ka inona intsony no anantenako an'i Jehovah?"
mg_12,7,19,"ka izany mpanafika malaza izany no namaly ilay lehilahin'Andriamanitra hoe: Indro, na dia hanao varavarankely amin'ny lanitra aza Jehovah, dia hisy izany zavatra izany va? Fa hoy Elisa: Indro, ho hitan'ny masonao indrindra izany, fa tsy mba hihinananao.","ka izany mpanafika malaza izany no namaly ilay lehilahin'Andriamanitra hoe: Indro, na dia hanao varavarankely amin'ny lanitra aza Jehovah, dia hisy izany zavatra izany va? Fa hoy Elisa: Indro, ho hitan'ny masonao indrindra izany, fa tsy mba hihinananao.Ary dia toy izany no nanjo azy, fa ny olona nanitsaka azy teo am-bavahady, ka dia maty izy."
mg_12,8,28,"Ary niaraka tamin'i Jorama, zanak'i Ahaba, izy mba hiady amin'i Hazaela, mpanjakan'i Syria, tany Ramota-gileada; ary ny Syriana nahavoa an'i Jorama.","Ary niaraka tamin'i Jorama, zanak'i Ahaba, izy mba hiady amin'i Hazaela, mpanjakan'i Syria, tany Ramota-gileada; ary ny Syriana nahavoa an'i Jorama.Dia niverina Jorama mpanjaka mba hotsaboina tao Jezirela amin'ny feriny tamin'ny nahavoazan'ny Syriana azy tao Rama, fony izy niady tamin'i Hazaela, mpanjakan'i Syria. Ary Ahazia, zanak'i Jehorama, mpanjakan'ny Joda, nidina hamangy an'i Jorama, zanak'i Ahaba, teo Jezirela, satria narary izy."
mg_12,9,36,"Ary niverina ireo ka nanambara taminy. Ary hoy Jeho: Araka ny tenin'i Jehovah izany, dia ilay nampilazainy an'i Elia Tisbita mpanompony hoe: Ao amin'ny tany Jezirela no hihinanan'ny alika ny nofon'i Jezebela,","Ary niverina ireo ka nanambara taminy. Ary hoy Jeho: Araka ny tenin'i Jehovah izany, dia ilay nampilazainy an'i Elia Tisbita mpanompony hoe: Ao amin'ny tany Jezirela no hihinanan'ny alika ny nofon'i Jezebela,Ary ny fatiny ho toy ny zezika any an-tsaha, ny amin'ny tany Jezirela, ka tsy hisy hahazo milaza hoe Jezebela ity."
mg_12,10,35,"Ary Jeho lasa nodi-mandry any amin'ny razany, dia nalevina tao Samaria izy. Ary Joahaza zanany no nanjaka nandimby azy.","Ary Jeho lasa nodi-mandry any amin'ny razany, dia nalevina tao Samaria izy. Ary Joahaza zanany no nanjaka nandimby azy.Ary ny andro izay nanjakan'i Jeho tamin'ny Isiraely tao Samaria dia valo amby roa-polo taona."
mg_12,11,19,"Ary nalainy ny kapiteny sy ny anjolofo sy ny mpiambina mbamin'ny vahoaka rehetra ary nentina nidina avy tao an-tranon'i Jehovah ny mpanjaka, ka teo am-bavahadin'ny mpiambina no nalehany hankao an-tranon'ny mpanjaka. Ary nipetraka tamin'ny seza fiandrianan'ny mpanjaka izy.","Ary nalainy ny kapiteny sy ny anjolofo sy ny mpiambina mbamin'ny vahoaka rehetra ary nentina nidina avy tao an-tranon'i Jehovah ny mpanjaka, ka teo am-bavahadin'ny mpiambina no nalehany hankao an-tranon'ny mpanjaka. Ary nipetraka tamin'ny seza fiandrianan'ny mpanjaka izy.Dia nifaly ny vahoaka rehetra, ary nandry fahizay ny tanàna Ary Atalia novonoiny tamin'ny sabatra tao an-tranon'ny mpanjaka."
